Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;År;Måned;Volum;Konfidensintervall start;Konfidensintervall slutt;Dekningsgrad (%);Antall døgn total;Antall døgn inkludert;Antall døgn ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);Felt;< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;16,0m - 24,0m;>= 24,0m
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2020-03-01T00:00+01:00;2020-04-01T00:00+02:00;2020;3;4441;3838;5044;100,0;31;31;0;1;100,0;Totalt;3993;448;169;131;70;73;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2020-04-01T00:00+02:00;2020-05-01T00:00+02:00;2020;4;450;353;547;100,0;30;30;0;0;100,0;1;414;36;30;5;0;0;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2020-04-01T00:00+02:00;2020-05-01T00:00+02:00;2020;4;3708;3225;4191;100,0;30;30;0;0;100,0;3;3364;345;121;117;48;55;4
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2020-04-01T00:00+02:00;2020-05-01T00:00+02:00;2020;4;0;0;0;100,0;30;30;0;0;-;Totalt i retning Tomasjord;0;0;0;0;0;0;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2020-04-01T00:00+02:00;2020-05-01T00:00+02:00;2020;4;4158;3579;4737;100,0;30;30;0;0;100,0;Totalt i retning Tromsøya;3778;380;151;122;48;56;4
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2020-04-01T00:00+02:00;2020-05-01T00:00+02:00;2020;4;4158;3579;4737;100,0;30;30;0;0;100,0;Totalt;3778;380;151;122;48;56;4
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2020-05-01T00:00+02:00;2020-06-01T00:00+02:00;2020;5;627;488;766;100,0;31;31;0;1;99,8;1;572;54;40;11;2;1;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2020-05-01T00:00+02:00;2020-06-01T00:00+02:00;2020;5;4223;3741;4705;100,0;31;31;0;1;100,0;3;3792;430;140;155;70;60;4
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2020-05-01T00:00+02:00;2020-06-01T00:00+02:00;2020;5;5;0;10;100,0;31;31;0;1;80,0;Totalt i retning Tomasjord;1;3;0;1;1;0;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2020-05-01T00:00+02:00;2020-06-01T00:00+02:00;2020;5;4845;4230;5460;100,0;31;31;0;1;100,0;Totalt i retning Tromsøya;4363;481;180;165;71;61;4
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2020-05-01T00:00+02:00;2020-06-01T00:00+02:00;2020;5;4850;4234;5466;100,0;31;31;0;2;100,0;Totalt;4364;484;180;166;72;61;4
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2020-06-01T00:00+02:00;2020-07-01T00:00+02:00;2020;6;770;620;920;100,0;30;30;0;0;100,0;1;704;66;48;16;1;1;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2020-06-01T00:00+02:00;2020-07-01T00:00+02:00;2020;6;5108;4533;5683;100,0;30;30;0;1;100,0;3;4524;584;179;241;80;77;6
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2020-06-01T00:00+02:00;2020-07-01T00:00+02:00;2020;6;2;0;4;100,0;30;30;0;1;50,0;Totalt i retning Tomasjord;0;1;0;1;0;0;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2020-06-01T00:00+02:00;2020-07-01T00:00+02:00;2020;6;5877;5155;6599;100,0;30;30;0;1;100,0;Totalt i retning Tromsøya;5227;649;227;256;82;78;6
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2020-06-01T00:00+02:00;2020-07-01T00:00+02:00;2020;6;5878;5156;6600;100,0;30;30;0;1;100,0;Totalt;5228;650;227;258;82;78;6
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2020-07-01T00:00+02:00;2020-08-01T00:00+02:00;2020;7;469;368;570;100,0;31;31;0;0;100,0;1;427;41;30;10;1;1;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2020-07-01T00:00+02:00;2020-08-01T00:00+02:00;2020;7;4034;3682;4386;100,0;31;31;0;0;100,0;3;3571;463;150;191;55;62;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2020-07-01T00:00+02:00;2020-08-01T00:00+02:00;2020;7;0;0;0;100,0;31;31;0;0;-;Totalt i retning Tomasjord;0;0;0;0;0;0;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2020-07-01T00:00+02:00;2020-08-01T00:00+02:00;2020;7;4503;4072;4934;100,0;31;31;0;0;100,0;Totalt i retning Tromsøya;3999;504;180;201;56;63;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2020-07-01T00:00+02:00;2020-08-01T00:00+02:00;2020;7;4503;4072;4934;100,0;31;31;0;0;100,0;Totalt;3999;504;180;201;56;63;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2020-08-01T00:00+02:00;2020-09-01T00:00+02:00;2020;8;664;533;795;100,0;31;31;0;0;100,0;1;612;52;40;11;1;1;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2020-08-01T00:00+02:00;2020-09-01T00:00+02:00;2020;8;4844;4340;5348;100,0;31;31;0;0;100,0;3;4344;500;161;195;68;71;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2020-08-01T00:00+02:00;2020-09-01T00:00+02:00;2020;8;0;0;0;100,0;31;31;0;0;-;Totalt i retning Tomasjord;0;0;0;0;0;0;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2020-08-01T00:00+02:00;2020-09-01T00:00+02:00;2020;8;5508;4876;6140;100,0;31;31;0;0;100,0;Totalt i retning Tromsøya;4956;552;200;207;68;72;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2020-08-01T00:00+02:00;2020-09-01T00:00+02:00;2020;8;5509;4877;6141;100,0;31;31;0;1;100,0;Totalt;4956;552;200;207;68;72;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2020-09-01T00:00+02:00;2020-10-01T00:00+02:00;2020;9;864;714;1014;100,0;30;30;0;1;99,9;1;791;72;55;15;1;1;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2020-09-01T00:00+02:00;2020-10-01T00:00+02:00;2020;9;5209;4725;5693;100,0;30;30;0;0;100,0;3;4639;570;181;217;90;77;6
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2020-09-01T00:00+02:00;2020-10-01T00:00+02:00;2020;9;0;0;0;100,0;30;30;0;0;-;Totalt i retning Tomasjord;0;0;0;0;0;0;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2020-09-01T00:00+02:00;2020-10-01T00:00+02:00;2020;9;6073;5444;6702;100,0;30;30;0;1;100,0;Totalt i retning Tromsøya;5430;642;236;231;92;77;6
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2020-09-01T00:00+02:00;2020-10-01T00:00+02:00;2020;9;6073;5444;6702;100,0;30;30;0;1;100,0;Totalt;5430;642;236;231;92;77;6
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2020-10-01T00:00+02:00;2020-11-01T00:00+01:00;2020;10;957;753;1161;100,0;31;31;0;3;99,7;1;869;85;62;19;2;2;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2020-10-01T00:00+02:00;2020-11-01T00:00+01:00;2020;10;5180;4683;5677;100,0;31;31;0;1;100,0;3;4633;546;170;213;83;75;5
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2020-10-01T00:00+02:00;2020-11-01T00:00+01:00;2020;10;2;0;4;100,0;31;31;0;1;50,0;Totalt i retning Tomasjord;0;1;0;1;0;0;0
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2020-10-01T00:00+02:00;2020-11-01T00:00+01:00;2020;10;6135;5477;6793;100,0;31;31;0;3;100,0;Totalt i retning Tromsøya;5502;631;232;231;85;77;6
68511V2673383;Tromsøysundtunnelen T1;EV8 S2D1 m2967;2020-10-01T00:00+02:00;2020-11-01T00:00+01:00;2020;10;6137;5479;6795;100,0;31;31;0;4;99,9;Totalt;5502;632;232;232;85;77;6
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2019-08-01T00:00+02:00;2019-09-01T00:00+02:00;2019;8;5876;5106;6646;54,8;31;17;1;0;100,0;1;5466;410;128;173;92;17;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2019-08-01T00:00+02:00;2019-09-01T00:00+02:00;2019;8;5730;5002;6458;54,8;31;17;1;1;100,0;2;5206;523;215;180;111;17;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2019-08-01T00:00+02:00;2019-09-01T00:00+02:00;2019;8;5730;5002;6458;54,8;31;17;1;1;100,0;Totalt i retning Langnestunnelen;5206;523;215;180;111;17;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2019-08-01T00:00+02:00;2019-09-01T00:00+02:00;2019;8;5876;5106;6646;54,8;31;17;1;0;100,0;Totalt i retning Fylkeshuset;5466;410;128;173;92;17;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2019-08-01T00:00+02:00;2019-09-01T00:00+02:00;2019;8;11606;10113;13099;54,8;31;17;1;1;100,0;Totalt;10672;933;343;353;204;34;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2019-09-01T00:00+02:00;2019-10-01T00:00+02:00;2019;9;5619;5050;6188;100,0;30;30;0;0;100,0;1;5213;406;124;165;99;18;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2019-09-01T00:00+02:00;2019-10-01T00:00+02:00;2019;9;5559;5014;6104;100,0;30;30;0;0;100,0;2;5047;512;204;172;117;20;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2019-09-01T00:00+02:00;2019-10-01T00:00+02:00;2019;9;5560;5015;6105;100,0;30;30;0;1;100,0;Totalt i retning Langnestunnelen;5047;512;204;172;117;20;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2019-09-01T00:00+02:00;2019-10-01T00:00+02:00;2019;9;5619;5050;6188;100,0;30;30;0;0;100,0;Totalt i retning Fylkeshuset;5213;406;124;165;99;18;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2019-09-01T00:00+02:00;2019-10-01T00:00+02:00;2019;9;11179;10067;12291;100,0;30;30;0;1;100,0;Totalt;10260;919;328;337;216;38;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2019-10-01T00:00+02:00;2019-11-01T00:00+01:00;2019;10;5832;5322;6342;100,0;31;31;0;0;100,0;1;5431;401;120;174;94;13;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2019-10-01T00:00+02:00;2019-11-01T00:00+01:00;2019;10;5900;5404;6396;100,0;31;31;0;0;100,0;2;5358;542;218;189;119;16;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2019-10-01T00:00+02:00;2019-11-01T00:00+01:00;2019;10;5900;5404;6396;100,0;31;31;0;0;100,0;Totalt i retning Langnestunnelen;5358;542;218;189;119;16;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2019-10-01T00:00+02:00;2019-11-01T00:00+01:00;2019;10;5832;5323;6341;100,0;31;31;0;0;100,0;Totalt i retning Fylkeshuset;5430;401;120;174;94;13;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2019-10-01T00:00+02:00;2019-11-01T00:00+01:00;2019;10;11732;10728;12736;100,0;31;31;0;1;100,0;Totalt;10789;943;338;363;213;29;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2019-11-01T00:00+01:00;2019-12-01T00:00+01:00;2019;11;5750;5251;6249;100,0;30;30;0;0;100,0;1;5387;362;117;140;96;9;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2019-11-01T00:00+01:00;2019-12-01T00:00+01:00;2019;11;5676;5208;6144;100,0;30;30;0;1;100,0;2;5193;482;207;143;120;12;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2019-11-01T00:00+01:00;2019-12-01T00:00+01:00;2019;11;5676;5208;6144;100,0;30;30;0;1;100,0;Totalt i retning Langnestunnelen;5193;482;207;143;120;12;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2019-11-01T00:00+01:00;2019-12-01T00:00+01:00;2019;11;5750;5251;6249;100,0;30;30;0;1;100,0;Totalt i retning Fylkeshuset;5387;362;117;140;96;9;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2019-11-01T00:00+01:00;2019-12-01T00:00+01:00;2019;11;11425;10458;12392;100,0;30;30;0;1;100,0;Totalt;10580;845;324;284;216;21;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2019-12-01T00:00+01:00;2020-01-01T00:00+01:00;2019;12;4997;4332;5662;100,0;31;31;0;1;100,0;1;4694;302;98;108;88;7;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2019-12-01T00:00+01:00;2020-01-01T00:00+01:00;2019;12;4929;4271;5587;100,0;31;31;0;0;100,0;2;4534;395;169;106;111;9;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2019-12-01T00:00+01:00;2020-01-01T00:00+01:00;2019;12;4931;4273;5589;100,0;31;31;0;1;100,0;Totalt i retning Langnestunnelen;4535;395;169;106;111;9;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2019-12-01T00:00+01:00;2020-01-01T00:00+01:00;2019;12;4995;4331;5659;100,0;31;31;0;0;100,0;Totalt i retning Fylkeshuset;4693;302;98;108;88;7;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2019-12-01T00:00+01:00;2020-01-01T00:00+01:00;2019;12;9926;8604;11248;100,0;31;31;0;1;100,0;Totalt;9228;697;268;213;199;16;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2020-01-01T00:00+01:00;2020-02-01T00:00+01:00;2020;1;5538;4976;6100;100,0;31;31;0;0;100,0;1;5195;343;111;127;96;9;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2020-01-01T00:00+01:00;2020-02-01T00:00+01:00;2020;1;5452;4910;5994;100,0;31;31;0;0;100,0;2;4992;460;201;121;127;10;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2020-01-01T00:00+01:00;2020-02-01T00:00+01:00;2020;1;5452;4910;5994;100,0;31;31;0;0;100,0;Totalt i retning Langnestunnelen;4992;459;201;121;127;10;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2020-01-01T00:00+01:00;2020-02-01T00:00+01:00;2020;1;5538;4976;6100;100,0;31;31;0;0;100,0;Totalt i retning Fylkeshuset;5195;343;111;127;96;9;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2020-01-01T00:00+01:00;2020-02-01T00:00+01:00;2020;1;10990;9887;12093;100,0;31;31;0;0;100,0;Totalt;10187;802;312;249;222;19;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2020-02-01T00:00+01:00;2020-03-01T00:00+01:00;2020;2;5771;5260;6282;100,0;29;29;0;0;100,0;1;5414;357;117;126;105;9;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2020-02-01T00:00+01:00;2020-03-01T00:00+01:00;2020;2;5648;5173;6123;100,0;29;29;0;1;100,0;2;5160;488;224;123;130;11;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2020-02-01T00:00+01:00;2020-03-01T00:00+01:00;2020;2;5648;5173;6123;100,0;29;29;0;1;100,0;Totalt i retning Langnestunnelen;5160;487;224;123;130;11;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2020-02-01T00:00+01:00;2020-03-01T00:00+01:00;2020;2;5771;5260;6282;100,0;29;29;0;0;100,0;Totalt i retning Fylkeshuset;5414;357;117;126;105;9;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2020-02-01T00:00+01:00;2020-03-01T00:00+01:00;2020;2;11419;10433;12405;100,0;29;29;0;1;100,0;Totalt;10574;844;340;248;236;20;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2020-03-01T00:00+01:00;2020-04-01T00:00+02:00;2020;3;3946;3363;4529;100,0;31;31;0;0;100,0;1;3680;266;68;106;83;8;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2020-03-01T00:00+01:00;2020-04-01T00:00+02:00;2020;3;3846;3292;4400;100,0;31;31;0;0;100,0;2;3482;364;154;101;99;9;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2020-03-01T00:00+01:00;2020-04-01T00:00+02:00;2020;3;3846;3292;4400;100,0;31;31;0;0;100,0;Totalt i retning Langnestunnelen;3482;364;154;101;99;9;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2020-03-01T00:00+01:00;2020-04-01T00:00+02:00;2020;3;3946;3363;4529;100,0;31;31;0;0;100,0;Totalt i retning Fylkeshuset;3680;266;68;106;83;8;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2020-03-01T00:00+01:00;2020-04-01T00:00+02:00;2020;3;7792;6655;8929;100,0;31;31;0;0;100,0;Totalt;7162;630;222;207;183;17;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2020-04-01T00:00+02:00;2020-05-01T00:00+02:00;2020;4;3262;2830;3694;100,0;30;30;0;0;100,0;1;3065;197;52;87;53;6;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2020-04-01T00:00+02:00;2020-05-01T00:00+02:00;2020;4;3274;2844;3704;100,0;30;30;0;0;100,0;2;2989;284;134;90;54;7;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2020-04-01T00:00+02:00;2020-05-01T00:00+02:00;2020;4;3274;2844;3704;100,0;30;30;0;0;100,0;Totalt i retning Langnestunnelen;2990;284;133;90;54;7;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2020-04-01T00:00+02:00;2020-05-01T00:00+02:00;2020;4;3262;2830;3694;100,0;30;30;0;0;100,0;Totalt i retning Fylkeshuset;3065;197;52;87;53;6;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2020-04-01T00:00+02:00;2020-05-01T00:00+02:00;2020;4;6536;5675;7397;100,0;30;30;0;0;100,0;Totalt;6055;481;185;176;107;13;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2020-05-01T00:00+02:00;2020-06-01T00:00+02:00;2020;5;4084;3546;4622;100,0;31;31;0;0;100,0;1;3830;254;69;106;71;7;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2020-05-01T00:00+02:00;2020-06-01T00:00+02:00;2020;5;4039;3528;4550;100,0;31;31;0;1;100,0;2;3690;349;156;108;78;7;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2020-05-01T00:00+02:00;2020-06-01T00:00+02:00;2020;5;4039;3528;4550;100,0;31;31;0;1;100,0;Totalt i retning Langnestunnelen;3690;349;156;108;78;7;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2020-05-01T00:00+02:00;2020-06-01T00:00+02:00;2020;5;4084;3546;4622;100,0;31;31;0;0;100,0;Totalt i retning Fylkeshuset;3830;254;69;106;71;7;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2020-05-01T00:00+02:00;2020-06-01T00:00+02:00;2020;5;8122;7074;9170;100,0;31;31;0;0;100,0;Totalt;7520;602;225;214;150;14;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2020-06-01T00:00+02:00;2020-07-01T00:00+02:00;2020;6;4883;4292;5474;100,0;30;30;0;0;100,0;1;4546;337;90;167;72;8;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2020-06-01T00:00+02:00;2020-07-01T00:00+02:00;2020;6;4771;4208;5334;100,0;30;30;0;1;100,0;2;4330;440;183;170;78;9;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2020-06-01T00:00+02:00;2020-07-01T00:00+02:00;2020;6;4771;4208;5334;100,0;30;30;0;1;100,0;Totalt i retning Langnestunnelen;4331;440;183;170;78;9;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2020-06-01T00:00+02:00;2020-07-01T00:00+02:00;2020;6;4883;4292;5474;100,0;30;30;0;0;100,0;Totalt i retning Fylkeshuset;4546;337;90;167;72;8;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2020-06-01T00:00+02:00;2020-07-01T00:00+02:00;2020;6;9654;8501;10807;100,0;30;30;0;1;100,0;Totalt;8876;777;273;336;150;17;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2020-07-01T00:00+02:00;2020-08-01T00:00+02:00;2020;7;4014;3634;4394;100,0;31;31;0;0;100,0;1;3713;300;93;132;68;7;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2020-07-01T00:00+02:00;2020-08-01T00:00+02:00;2020;7;3923;3545;4301;100,0;31;31;0;0;100,0;2;3544;378;157;140;73;8;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2020-07-01T00:00+02:00;2020-08-01T00:00+02:00;2020;7;3923;3545;4301;100,0;31;31;0;0;100,0;Totalt i retning Langnestunnelen;3544;378;157;140;73;8;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2020-07-01T00:00+02:00;2020-08-01T00:00+02:00;2020;7;4014;3634;4394;100,0;31;31;0;1;100,0;Totalt i retning Fylkeshuset;3713;300;93;132;68;7;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2020-07-01T00:00+02:00;2020-08-01T00:00+02:00;2020;7;7936;7178;8694;100,0;31;31;0;0;100,0;Totalt;7258;678;250;272;141;15;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2020-08-01T00:00+02:00;2020-09-01T00:00+02:00;2020;8;4789;4276;5302;100,0;31;31;0;0;100,0;1;4487;302;90;133;71;8;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2020-08-01T00:00+02:00;2020-09-01T00:00+02:00;2020;8;4667;4172;5162;100,0;31;31;0;0;100,0;2;4286;381;159;130;84;8;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2020-08-01T00:00+02:00;2020-09-01T00:00+02:00;2020;8;4667;4172;5162;100,0;31;31;0;0;100,0;Totalt i retning Langnestunnelen;4286;381;159;130;84;8;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2020-08-01T00:00+02:00;2020-09-01T00:00+02:00;2020;8;4789;4276;5302;100,0;31;31;0;0;100,0;Totalt i retning Fylkeshuset;4487;302;90;133;71;8;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2020-08-01T00:00+02:00;2020-09-01T00:00+02:00;2020;8;9456;8449;10463;100,0;31;31;0;1;100,0;Totalt;8773;683;249;263;155;16;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2020-09-01T00:00+02:00;2020-10-01T00:00+02:00;2020;9;5375;4883;5867;100,0;30;30;0;0;100,0;1;5044;330;93;145;84;8;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2020-09-01T00:00+02:00;2020-10-01T00:00+02:00;2020;9;5233;4753;5713;100,0;30;30;0;0;100,0;2;4804;429;177;150;93;8;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2020-09-01T00:00+02:00;2020-10-01T00:00+02:00;2020;9;5233;4753;5713;100,0;30;30;0;0;100,0;Totalt i retning Langnestunnelen;4804;429;177;150;93;8;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2020-09-01T00:00+02:00;2020-10-01T00:00+02:00;2020;9;5375;4883;5867;100,0;30;30;0;1;100,0;Totalt i retning Fylkeshuset;5044;330;93;145;84;8;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2020-09-01T00:00+02:00;2020-10-01T00:00+02:00;2020;9;10608;9637;11579;100,0;30;30;0;1;100,0;Totalt;9848;759;270;295;178;16;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2020-10-01T00:00+02:00;2020-11-01T00:00+01:00;2020;10;5432;4891;5973;100,0;31;31;0;0;100,0;1;5119;313;82;139;85;7;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2020-10-01T00:00+02:00;2020-11-01T00:00+01:00;2020;10;5416;4871;5961;100,0;31;31;0;0;100,0;2;4990;425;176;144;97;9;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2020-10-01T00:00+02:00;2020-11-01T00:00+01:00;2020;10;5416;4871;5961;100,0;31;31;0;0;100,0;Totalt i retning Langnestunnelen;4990;425;176;144;97;8;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2020-10-01T00:00+02:00;2020-11-01T00:00+01:00;2020;10;5432;4891;5973;100,0;31;31;0;0;100,0;Totalt i retning Fylkeshuset;5119;313;82;139;85;7;0
71291V1125935;Sentrumstangenten;FV862 S1D10 m791;2020-10-01T00:00+02:00;2020-11-01T00:00+01:00;2020;10;10848;9763;11933;100,0;31;31;0;1;100,0;Totalt;10109;739;258;283;181;16;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2018-01-01T00:00+01:00;2018-02-01T00:00+01:00;2018;1;9476;9055;9897;99,9;31;31;0;4;100,0;1;8934;538;140;255;124;19;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2018-01-01T00:00+01:00;2018-02-01T00:00+01:00;2018;1;9189;8717;9661;99,9;31;31;0;1;100,0;2;8324;864;365;196;246;57;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2018-01-01T00:00+01:00;2018-02-01T00:00+01:00;2018;1;9193;8721;9665;99,9;31;31;0;1;100,0;Totalt i retning TROMSDALEN;8328;864;365;196;246;57;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2018-01-01T00:00+01:00;2018-02-01T00:00+01:00;2018;1;9471;9050;9892;99,9;31;31;0;3;100,0;Totalt i retning TROMSØYA;8931;538;139;255;124;19;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2018-01-01T00:00+01:00;2018-02-01T00:00+01:00;2018;1;18665;17774;19556;99,9;31;31;0;5;100,0;Totalt;17258;1402;504;451;370;76;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2018-02-01T00:00+01:00;2018-03-01T00:00+01:00;2018;2;9999;9564;10434;100,0;28;28;0;5;99,9;1;9411;583;152;276;130;24;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2018-02-01T00:00+01:00;2018-03-01T00:00+01:00;2018;2;9804;9321;10287;100,0;28;28;0;2;100,0;2;8866;936;413;199;256;67;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2018-02-01T00:00+01:00;2018-03-01T00:00+01:00;2018;2;9805;9322;10288;100,0;28;28;0;1;100,0;Totalt i retning TROMSDALEN;8868;936;413;199;256;67;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2018-02-01T00:00+01:00;2018-03-01T00:00+01:00;2018;2;9997;9562;10432;100,0;28;28;0;5;99,9;Totalt i retning TROMSØYA;9410;582;152;276;130;24;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2018-02-01T00:00+01:00;2018-03-01T00:00+01:00;2018;2;19803;18888;20718;100,0;28;28;0;7;100,0;Totalt;18277;1519;565;475;386;91;1
